0,システム管理者,2018-04-18 14:42:14,2018-04-18 14:42:14,SYSTEM_ADMIN
1,ユーザー管理者,2018-04-18 14:42:14,2018-04-18 14:42:14,USER_ADMIN
2,ルーター管理者,2018-04-18 14:42:14,2018-04-18 14:42:14,ROUTE_ADMIN
9,一般社員,2018-04-18 14:42:14,2018-04-18 14:42:14,NORMAL_USER
